Emp_ID,Age,Age_ Group,Attrition,Business_ Travel, Daily _Rate ,Department,Distance _From _Home(miles),Education,Education_Field,Employee_Count,Employee_Number,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status, Monthly_Income ,Salary_Slab, Monthly_Rate ,Num_Companies_Worked For,Over_18,Over_Time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Training_Times_Last_Year,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager
RM1272,21,18-25,Yes,Travel_Rarely, 337 ,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single," 2,679 ",Upto 5k," 4,567 ",1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0
RM1437,21,18-25,No,Travel_Rarely, 501 ,Sales,5,1,Medical,1,2021,3,Male,58,3,1,Sales Representative,1,Single," 2,380 ",Upto 5k," 25,479 ",1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
RM018,22,18-25,No,Non-Travel," 1,123 ",Research & Development,16,2,Medical,1,22,4,Male,96,4,1,Laboratory Technician,4,Divorced," 2,935 ",Upto 5k," 7,324 ",1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0
RM110,22,18-25,No,Travel_Rarely, 534 ,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single," 2,871 ",Upto 5k," 23,785 ",1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
RM129,22,18-25,No,Travel_Rarely, 594 ,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married," 2,523 ",Upto 5k," 19,299 ",0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
RM161,22,18-25,No,Travel_Rarely," 1,256 ",Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married," 2,323 ",Upto 5k," 11,992 ",1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
RM207,22,18-25,No,Travel_Rarely," 1,136 ",Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced," 2,328 ",Upto 5k," 12,392 ",1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,
RM384,22,18-25,No,Travel_Rarely, 253 ,Research & Development,11,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,Married," 2,244 ",Upto 5k," 24,440 ",1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
RM444,22,18-25,Yes,Travel_Frequently," 1,368 ",Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single," 3,894 ",Upto 5k," 9,129 ",5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
RM499,22,18-25,No,Travel_Rarely, 604 ,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married," 2,773 ",Upto 5k," 12,145 ",0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
RM631,22,18-25,No,Travel_Rarely," 1,230 ",Research & Development,1,2,Life Sciences,1,872,4,Male,33,2,2,Manufacturing Director,4,Married," 4,775 ",Upto 5k," 19,146 ",6,Y,No,22,4,1,80,2,4,2,1,2,2,2,2
RM667,22,18-25,Yes,Travel_Rarely, 617 ,Research & Development,3,1,Life Sciences,1,926,2,Female,34,3,2,Manufacturing Director,3,Married," 4,171 ",Upto 5k," 10,022 ",0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2
RM735,22,18-25,No,Travel_Rarely, 217 ,Research & Development,8,1,Life Sciences,1,1019,2,Male,94,1,1,Laboratory Technician,1,Married," 2,451 ",Upto 5k," 6,881 ",1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
RM861,22,18-25,Yes,Travel_Frequently," 1,256 ",Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married," 2,853 ",Upto 5k," 4,223 ",0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
RM1138,22,18-25,No,Non-Travel, 457 ,Research & Development,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married," 2,814 ",Upto 5k," 10,293 ",1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
RM1274,22,18-25,Yes,Travel_Rarely," 1,294 ",Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married," 2,398 ",Upto 5k," 15,999 ",1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
RM1340,22,18-25,Yes,Travel_Rarely, 391 ,Research & Development,7,1,Life Sciences,1,1878,4,Male,75,3,1,Research Scientist,2,Single," 2,472 ",Upto 5k," 26,092 ",1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0
RM1424,22,18-25,No,Travel_Rarely, 581 ,Research & Development,1,2,Life Sciences,1,2007,4,Male,63,3,1,Research Scientist,3,Single," 3,375 ",Upto 5k," 17,624 ",0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
RM087,23,18-25,No,Travel_Rarely, 541 ,Sales,2,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced," 2,322 ",Upto 5k," 9,518 ",3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0
RM346,23,18-25,No,Travel_Rarely," 1,309 ",Research & Development,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced," 2,904 ",Upto 5k," 16,092 ",1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2
RM517,23,18-25,No,Travel_Rarely, 885 ,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married," 2,819 ",Upto 5k," 8,544 ",2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
RM551,23,18-25,No,Travel_Rarely, 650 ,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married," 2,500 ",Upto 5k," 4,344 ",1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
RM566,23,18-25,No,Travel_Rarely, 310 ,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single," 3,505 ",Upto 5k," 19,630 ",1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2
RM586,23,18-25,Yes,Travel_Rarely," 1,243 ",Research & Development,6,3,Life Sciences,1,811,3,Male,63,4,1,Laboratory Technician,1,Married," 1,601 ",Upto 5k," 3,445 ",1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0
RM911,23,18-25,No,Travel_Rarely, 373 ,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married," 1,223 ",Upto 5k," 16,901 ",1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1
RM1083,23,18-25,No,Travel_Rarely, 507 ,Research & Development,20,1,Life Sciences,1,1533,1,Male,97,3,2,Laboratory Technician,3,Single," 2,272 ",Upto 5k," 24,812 ",0,Y,No,14,3,2,80,0,5,2,3,4,3,1,2
RM1128,23,18-25,No,Travel_Rarely, 977 ,Research & Development,10,3,Technical Degree,1,1592,4,Male,45,4,1,Research Scientist,3,Married," 2,073 ",Upto 5k," 12,826 ",2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
RM1202,23,18-25,Yes,Travel_Rarely," 1,320 ",Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single," 3,989 ",Upto 5k," 20,586 ",1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
RM1214,23,18-25,Yes,Travel_Rarely, 427 ,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced," 2,275 ",Upto 5k," 25,103 ",1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
RM1239,23,18-25,No,Travel_Rarely, 160 ,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single," 3,295 ",Upto 5k," 12,862 ",1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
RM1409,23,18-25,No,Travel_Rarely, 571 ,Research & Development,12,2,Other,1,1982,4,Male,78,3,1,Laboratory Technician,4,Single," 2,647 ",Upto 5k," 13,672 ",1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
RM1439,23,18-25,Yes,Travel_Frequently, 638 ,Sales,9,3,Marketing,1,2023,4,Male,33,3,1,Sales Representative,1,Married," 1,790 ",Upto 5k," 26,956 ",1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
RM021,24,18-25,No,Non-Travel, 673 ,Research & Development,11,2,Other,1,26,1,Female,96,4,2,Manufacturing Director,3,Divorced," 4,011 ",Upto 5k," 8,232 ",0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3
RM035,24,18-25,Yes,Travel_Rarely, 813 ,Research & Development,1,3,Medical,1,45,2,Male,61,3,1,Research Scientist,4,Married," 2,293 ",Upto 5k," 3,020 ",2,Y,Yes,16,3,1,80,1,6,2,2,2,0,2,0
RM097,24,18-25,No,Travel_Rarely," 1,353 ",Sales,3,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married," 4,999 ",Upto 5k," 17,519 ",0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2
RM114,24,18-25,No,Travel_Rarely," 1,127 ",Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married," 2,774 ",Upto 5k," 13,257 ",0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2
RM381,24,18-25,No,Travel_Rarely," 1,371 ",Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced," 4,260 ",Upto 5k," 5,915 ",1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
RM415,24,18-25,Yes,Travel_Rarely," 1,448 ",Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single," 3,202 ",Upto 5k," 21,972 ",1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
RM471,24,18-25,No,Travel_Frequently, 535 ,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married," 2,400 ",Upto 5k," 5,530 ",0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
RM475,24,18-25,No,Travel_Rarely, 691 ,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married," 2,725 ",Upto 5k," 21,630 ",1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
RM477,24,18-25,No,Travel_Rarely, 823 ,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married," 2,127 ",Upto 5k," 9,100 ",1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
RM480,24,18-25,Yes,Travel_Frequently," 1,287 ",Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married," 2,886 ",Upto 5k," 14,168 ",1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
RM526,24,18-25,Yes,Travel_Rarely, 693 ,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single," 4,577 ",Upto 5k," 24,785 ",9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
RM587,24,18-25,No,Non-Travel," 1,092 ",Research & Development,9,3,Life Sciences,1,812,3,Male,60,2,1,Laboratory Technician,2,Divorced," 2,694 ",Upto 5k," 26,551 ",1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0
RM641,24,18-25,No,Non-Travel," 1,269 ",Research & Development,4,1,Life Sciences,1,888,1,Male,46,2,1,Laboratory Technician,4,Married," 3,162 ",Upto 5k," 10,778 ",0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4
RM725,24,18-25,No,Travel_Rarely," 1,206 ",Research & Development,17,1,Medical,1,1009,4,Female,41,2,2,Manufacturing Director,3,Divorced," 4,377 ",Upto 5k," 24,117 ",1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
RM842,24,18-25,No,Travel_Rarely, 477 ,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single," 3,597 ",Upto 5k," 6,409 ",8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
RM872,24,18-25,Yes,Travel_Rarely, 984 ,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married," 2,210 ",Upto 5k," 3,372 ",1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
RM1026,24,18-25,No,Travel_Rarely," 1,476 ",Sales,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,Married," 4,162 ",Upto 5k," 15,211 ",1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3
RM1061,24,18-25,Yes,Travel_Frequently, 381 ,Research & Development,9,3,Medical,1,1494,2,Male,89,3,1,Laboratory Technician,1,Single," 3,172 ",Upto 5k," 16,998 ",2,Y,Yes,11,3,3,80,0,4,2,2,0,0,0,0
RM1062,24,18-25,No,Non-Travel, 830 ,Sales,13,2,Life Sciences,1,1495,4,Female,78,3,1,Sales Representative,2,Married," 2,033 ",Upto 5k," 7,103 ",1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
RM1098,24,18-25,No,Travel_Rarely, 350 ,Research & Development,21,2,Technical Degree,1,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced," 2,296 ",Upto 5k," 10,036 ",0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0
RM1169,24,18-25,No,Travel_Frequently, 567 ,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single," 3,760 ",Upto 5k," 17,218 ",1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
RM1218,24,18-25,No,Travel_Rarely, 581 ,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married," 4,401 ",Upto 5k," 17,616 ",1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
RM1223,24,18-25,Yes,Travel_Rarely, 240 ,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married," 1,555 ",Upto 5k," 11,585 ",1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
RM1231,24,18-25,No,Travel_Rarely, 506 ,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced," 3,907 ",Upto 5k," 3,622 ",1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
RM1246,24,18-25,No,Travel_Frequently, 897 ,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married," 2,145 ",Upto 5k," 2,097 ",0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
RM1408,24,18-25,No,Travel_Rarely, 771 ,Research & Development,1,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single," 4,617 ",Upto 5k," 14,120 ",1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
RM108,25,18-25,Yes,Travel_Rarely, 240 ,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single," 5,744 ",5k-10k," 26,959 ",1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
RM109,25,18-25,No,Travel_Rarely," 1,280 ",Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married," 2,889 ",Upto 5k," 26,897 ",1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
RM139,25,18-25,No,Travel_Rarely, 959 ,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married," 8,639 ",5k-10k," 24,835 ",2,Y,No,18,3,4,80,0,6,3,3,2,2,2,
RM256,25,18-25,No,Travel_Rarely, 685 ,Research & Development,1,3,Life Sciences,1,350,1,Female,62,3,2,Manufacturing Director,3,Married," 4,898 ",Upto 5k," 7,505 ",0,Y,No,12,3,4,80,2,5,3,3,4,2,1,
RM268,25,18-25,No,Non-Travel, 675 ,Research & Development,5,2,Life Sciences,1,369,2,Male,85,4,2,Healthcare Representative,1,Divorced," 4,000 ",Upto 5k," 18,384 ",1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
RM398,25,18-25,No,Travel_Rarely, 891 ,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single," 4,487 ",Upto 5k," 12,090 ",1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
RM406,25,18-25,Yes,Travel_Rarely, 688 ,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married," 4,031 ",Upto 5k," 9,396 ",5,Y,No,13,3,3,80,1,6,5,3,2,2,0,
RM479,25,18-25,No,Travel_Rarely, 622 ,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married," 2,096 ",Upto 5k," 26,376 ",1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
RM518,25,18-25,No,Travel_Rarely, 810 ,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married," 4,851 ",Upto 5k," 15,678 ",0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
RM564,25,18-25,No,Travel_Rarely, 883 ,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single," 6,180 ",5k-10k," 22,807 ",1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
RM619,25,18-25,No,Travel_Rarely, 180 ,Research & Development,2,1,Medical,1,854,1,Male,65,4,1,Research Scientist,1,Single," 3,424 ",Upto 5k," 21,632 ",7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1
